id,type,item,item_id,amount,x,y,z,area,state
392,food,AvianPepper,69,2,-788.733,25.732,605.811,,amount
600,food,AvianPepper,69,2,-639.59,25.94,-816.16,,needs check / amount
585,food,AvianPepper,69,1,-558.044,27.8927,-802.5,,needs check / amount
584,food,AvianPepper,69,1,-183.258,26.5442,-531.265,,needs check / amount
586,food,AvianPepper,69,2,213.06,63.71,-148.55,,needs check / amount
587,food,AvianPepper,69,2,248.491,53.9689,13.924,,needs check / amount
219,food,AvianPepper,69,1,390.17,27.33,-416.35,,amount
254,food,AvianPepper,69,1,402.567,80.3775,0.343994,,amount
588,food,AvianPepper,69,2,410.93,49.778,-148.003,,needs check / amount
589,food,AvianPepper,69,2,504.123,76.8154,214.581,,needs check / amount
247,food,AvianPepper,69,1,525.344,33.9915,-249.89,,amount
246,food,AvianPepper,69,2,536.494,30.2031,-311.682,,amount
590,food,AvianPepper,69,2,568.04,80.07,126.56,,needs check / amount
601,food,AvianPepper,69,2,663.284,31.3661,-350.577,,needs check / amount
